n;Bn;Un;Ln;Cn;Dn;Dn-Cn
53000;335;19490;7;574637;839618;264981
53000;347;19559;7;595819;756222;160403
53000;330;19576;7;667031;739141;72110
53000;80;19605;7;576092;823560;247468
53000;223;19476;7;781214;819149;37935
53000;425;19526;7;623422;742279;118857
53000;580;19640;8;629884;725088;95204
53000;258;19478;7;584253;887020;302767
53000;408;19415;7;604537;709943;105406
53000;143;19502;7;524886;847077;322191
53000;116;19421;7;664926;801289;136363
53000;43;19541;7;576318;746637;170319
53000;246;19536;9;550652;777531;226879
53000;170;19575;9;790697;912891;122194
53000;295;19569;8;601930;662501;60571
53000;221;19456;8;561236;710890;149654
53000;453;19522;7;657288;727710;70422
53000;325;19405;8;638088;890051;251963
53000;336;19371;7;559467;825335;265868
53000;486;19349;7;667634;798566;130932
53000;455;19409;8;578315;672253;93938
53000;273;19467;7;548725;775338;226613
53000;298;19412;9;552512;642076;89564
53000;391;19367;7;728738;759439;30701
53000;565;19528;7;703414;786044;82630
53000;364;19605;7;709414;928464;219050
53000;89;19512;7;624950;652315;27365
53000;281;19581;8;560234;654014;93780
53000;607;19512;7;582389;739675;157286
53000;201;19645;8;555804;658889;103085
53000;152;19515;7;549412;653262;103850
53000;509;19549;7;589210;760386;171176
53000;89;19444;7;645241;689582;44341
53000;339;19446;8;539925;772334;232409
53000;171;19587;7;592056;782158;190102
53000;900;19423;8;617047;740597;123550
53000;254;19371;7;591278;842671;251393
53000;169;19519;8;581985;617408;35423
53000;221;19653;8;593928;719501;125573
53000;205;19411;7;681158;839091;157933
53000;308;19444;8;563832;768623;204791
53000;331;19463;8;617925;678890;60965
53000;85;19442;7;619049;705050;86001
53000;567;19513;7;717722;799320;81598
53000;169;19523;8;518464;706062;187598
53000;169;19531;7;571064;698952;127888
54000;142;19855;7;487311;747754;260443
54000;533;19828;7;595606;902645;307039
54000;343;19890;8;629652;774362;144710
54000;64;19905;7;788476;883960;95484
54000;343;19769;7;544283;827588;283305
54000;117;19880;7;582629;812555;229926
54000;301;19757;8;598476;780017;181541
54000;66;19814;8;588095;674261;86166
54000;529;19783;7;608630;644807;36177
54000;179;19975;8;543117;789913;246796
54000;401;19916;8;518794;766386;247592
54000;171;19800;7;580296;794260;213964
54000;440;19806;7;684905;711814;26909
54000;526;19950;8;587886;727786;139900
54000;89;19875;7;653109;706865;53756
54000;302;19941;8;620623;825538;204915
54000;277;19825;7;583729;863553;279824
54000;360;19859;8;652541;753804;101263
54000;428;19932;7;649119;805666;156547
54000;299;19848;8;672407;734463;62056
54000;540;19869;7;534557;865722;331165
54000;174;19891;8;658120;695821;37701
54000;341;19835;7;624697;737083;112386
54000;122;19865;7;525448;705939;180491
54000;336;19784;7;483918;784694;300776
54000;374;19905;9;684527;869690;185163
54000;483;19922;8;548225;874432;326207
54000;585;19740;8;557112;767034;209922
54000;316;19879;7;676025;887630;211605
54000;297;19876;7;584861;757815;172954
54000;240;19881;7;540217;667563;127346
54000;235;19900;7;585397;808304;222907
54000;612;19793;8;647745;872118;224373
54000;228;19908;8;655456;721748;66292
54000;134;19884;7;610621;728644;118023
54000;90;19853;9;580814;1008990;428176
54000;326;19914;7;599425;754363;154938
54000;274;19848;8;520923;918509;397586
54000;310;19883;7;705322;764753;59431
54000;352;19914;8;599550;818756;219206
54000;340;19882;8;626919;827988;201069
54000;113;19868;7;599088;758000;158912
54000;63;19888;8;613553;786467;172914
54000;762;19722;7;556796;723715;166919
54000;354;19889;8;651385;679633;28248
54000;311;19874;8;543079;737025;193946
54000;317;19715;7;497140;738563;241423
54000;340;19951;7;517281;730766;213485
54000;118;19907;7;619300;704577;85277
54000;160;19934;10;659425;847999;188574
55000;13;20284;7;553055;811809;258754
55000;99;20245;7;731799;806148;74349
55000;354;20203;8;701105;813085;111980
55000;182;20299;7;731141;792178;61037
55000;352;20242;8;623931;818033;194102
55000;167;20390;7;521814;726525;204711
55000;275;20259;7;570332;760250;189918
55000;189;20280;7;538162;782952;244790
55000;558;20273;8;711885;780130;68245
55000;92;20308;7;652515;764265;111750
55000;314;20281;7;626502;705166;78664
55000;233;20383;8;597392;745035;147643
55000;549;20205;8;635536;720477;84941
55000;195;20307;9;651994;746693;94699
55000;354;20316;7;606938;732470;125532
55000;163;20286;7;671503;731704;60201
55000;177;20245;7;604206;819530;215324
55000;233;20223;7;641439;764049;122610
55000;137;20247;7;565947;753395;187448
55000;509;20213;8;562975;774109;211134
55000;209;20168;8;555111;775006;219895
55000;171;20239;7;624750;742933;118183
55000;100;20351;7;728277;760339;32062
55000;200;20327;8;574578;675721;101143
55000;458;20266;7;566183;731428;165245
55000;595;20315;8;779217;779503;286
55000;87;20235;9;546977;719769;172792
55000;107;20277;7;642243;684384;42141
55000;118;20223;6;648837;727759;78922
55000;98;20269;7;644941;791584;146643
55000;201;20284;7;654846;698122;43276
55000;72;20207;7;666181;709989;43808
55000;321;20311;6;658123;778543;120420
55000;348;20257;9;635295;684774;49479
55000;591;20261;7;637326;744371;107045
55000;165;20142;8;625638;867360;241722
55000;478;20192;7;594277;867727;273450
55000;473;20145;8;745732;837353;91621
55000;362;20191;7;564242;941205;376963
55000;100;20269;7;735639;847594;111955
55000;594;20279;7;710370;791471;81101
55000;375;20278;7;597461;820544;223083
55000;394;20064;7;550398;759377;208979
55000;466;20225;7;667231;776115;108884
55000;488;20302;7;616159;691437;75278
55000;165;20203;7;773769;787200;13431
55000;210;20217;7;681175;799432;118257
55000;555;20220;7;774589;876183;101594
55000;366;20241;7;562121;743751;181630
55000;345;20153;10;672913;724420;51507
56000;122;20531;7;690779;820096;129317
56000;282;20564;7;992176;1020964;28788
56000;213;20585;8;598837;815889;217052
56000;92;20493;7;555643;792468;236825
56000;212;20710;8;766447;793586;27139
56000;225;20432;8;697763;783554;85791
56000;481;20549;8;919634;1022566;102932
56000;25;20446;7;622910;830417;207507
56000;183;20617;7;817915;847295;29380
56000;221;20687;7;579314;854897;275583
56000;98;20557;8;757450;824348;66898
56000;556;20687;8;678483;867860;189377
56000;442;20638;8;727062;728091;1029
56000;268;20487;7;711971;772892;60921
56000;194;20529;7;644330;781589;137259
56000;263;20556;7;606601;766690;160089
56000;337;20658;9;631471;714065;82594
56000;809;20571;8;642634;795965;153331
56000;301;20636;8;608681;707557;98876
56000;628;20529;7;557582;833571;275989
56000;29;20442;7;641575;742709;101134
56000;100;20537;8;586948;771961;185013
56000;243;20596;6;618535;792023;173488
56000;108;20499;7;624221;853557;229336
56000;232;20616;8;697968;775527;77559
56000;546;20566;7;593048;741707;148659
56000;366;20644;8;688935;754591;65656
56000;271;20592;8;667804;842761;174957
56000;229;20710;7;621451;930957;309506
56000;80;20553;7;610233;688173;77940
56000;143;20595;7;687998;844126;156128
56000;398;20550;7;904105;1116146;212041
56000;102;20555;7;691544;762925;71381
56000;263;20688;9;706480;777009;70529
56000;390;20500;8;585845;739552;153707
56000;217;20697;7;695309;841296;145987
56000;213;20579;7;627008;708740;81732
56000;170;20564;8;574832;753960;179128
56000;110;20528;8;656723;786680;129957
56000;362;20489;8;512247;736138;223891
56000;106;20511;7;854594;1070611;216017
56000;142;20562;7;762953;835738;72785
56000;89;20623;7;556713;818134;261421
56000;212;20582;7;685402;839919;154517
56000;442;20611;7;674731;725542;50811
56000;451;20558;7;559315;722658;163343
56000;366;20511;7;717283;771927;54644
56000;427;20549;9;737828;807713;69885
56000;75;20487;7;548063;718415;170352
56000;408;20484;9;612307;756913;144606
57000;412;20809;7;615110;774859;159749
57000;124;20996;7;825003;903851;78848
57000;406;20887;8;568113;731916;163803
57000;112;20916;8;603223;724556;121333
57000;270;20971;7;607031;890707;283676
57000;128;21000;8;673989;868074;194085
57000;108;20986;7;588243;704027;115784
57000;338;20975;7;630237;1006114;375877
57000;476;21026;8;584844;726609;141765
57000;381;21023;7;584810;719609;134799
57000;253;21061;8;679665;955884;276219
57000;610;21067;8;650292;778230;127938
57000;454;21069;7;600937;763438;162501
57000;169;20873;7;562571;760217;197646
57000;242;21042;8;631203;895444;264241
57000;532;20923;7;675968;808459;132491
57000;193;20787;8;580487;721201;140714
57000;494;20999;7;683437;739340;55903
57000;464;21064;7;680657;736551;55894
57000;296;21077;7;707376;981691;274315
57000;433;21058;8;590224;782284;192060
57000;173;20823;7;618865;822836;203971
57000;29;21111;7;563507;870038;306531
57000;359;20945;8;605747;777356;171609
57000;345;20829;9;585746;785951;200205
57000;300;21067;7;644344;958173;313829
57000;127;21000;7;773782;816906;43124
57000;312;20945;8;636773;833665;196892
57000;230;21027;7;549879;803635;253756
57000;197;20937;7;619642;788590;168948
57000;29;21042;8;682379;795683;113304
57000;296;20979;7;739250;896092;156842
57000;374;20825;7;738217;746419;8202
57000;345;20884;8;615332;833387;218055
57000;292;20942;8;645506;813671;168165
57000;539;21057;7;606896;924226;317330
57000;197;21005;8;731716;849729;118013
57000;411;20964;7;643331;758407;115076
57000;381;20982;7;682110;875030;192920
57000;375;21055;7;562132;764683;202551
57000;358;20967;8;585041;695012;109971
57000;159;20907;7;674189;811004;136815
57000;319;21164;7;657952;734511;76559
57000;275;20971;7;584613;811044;226431
57000;241;20947;7;746589;821695;75106
57000;176;21062;8;643811;728588;84777
57000;429;21049;7;635292;713953;78661
57000;333;21047;7;647722;945854;298132
57000;295;20994;8;750527;782620;32093
57000;204;20955;7;562703;740339;177636
58000;540;21356;8;718404;741505;23101
58000;206;21266;7;663310;983771;320461
58000;374;21325;7;687707;828789;141082
58000;483;21275;7;672738;780304;107566
58000;633;21407;7;558581;759572;200991
58000;381;21272;8;707006;817978;110972
58000;295;21396;8;696715;886745;190030
58000;353;21246;9;557450;798252;240802
58000;450;21450;9;707717;900622;192905
58000;157;21310;8;635273;762406;127133
58000;243;21309;8;589210;886705;297495
58000;347;21473;8;655545;832364;176819
58000;309;21319;7;596544;800247;203703
58000;792;21342;9;721859;1035096;313237
58000;341;21457;8;653653;762955;109302
58000;453;21405;7;625308;827761;202453
58000;116;21337;7;650024;875648;225624
58000;529;21359;8;596931;924246;327315
58000;324;21448;8;667189;846374;179185
58000;333;21322;7;696414;768855;72441
58000;180;21468;7;601926;863304;261378
58000;246;21305;8;723076;810370;87294
58000;417;21442;8;596433;775820;179387
58000;580;21307;7;674654;718302;43648
58000;315;21252;7;641705;741671;99966
58000;251;21304;7;699784;861138;161354
58000;167;21356;8;798903;892885;93982
58000;430;21322;8;603192;838147;234955
58000;274;21496;8;693781;754203;60422
58000;458;21314;8;864345;874731;10386
58000;240;21077;7;615806;754588;138782
58000;79;21422;7;686149;806114;119965
58000;199;21274;6;676182;810344;134162
58000;201;21427;7;670144;1032581;362437
58000;53;21282;8;731987;850611;118624
58000;238;21218;7;718273;735322;17049
58000;438;21305;8;759661;776134;16473
58000;145;21315;8;570160;652066;81906
58000;284;21361;8;657596;826243;168647
58000;186;21338;7;666604;789682;123078
58000;263;21289;8;679585;801777;122192
58000;222;21289;10;604311;719467;115156
58000;137;21268;8;731740;841392;109652
58000;425;21344;8;692204;783767;91563
58000;208;21374;7;603293;908583;305290
58000;199;21392;8;625145;782941;157796
58000;834;21191;8;704316;770531;66215
58000;295;21422;8;639901;754759;114858
58000;243;21209;7;678823;779017;100194
58000;352;21459;7;693772;831969;138197
59000;550;21792;8;592864;793172;200308
59000;63;21732;7;730267;901476;171209
59000;266;21716;7;569863;866703;296840
59000;187;21704;7;730669;856483;125814
59000;288;21871;7;665444;892670;227226
59000;235;21729;8;805147;826771;21624
59000;326;21762;7;669749;802848;133099
59000;362;21773;7;690610;772595;81985
59000;474;21798;7;653939;819172;165233
59000;369;21700;7;746857;810264;63407
59000;426;21744;8;774830;832459;57629
59000;213;21733;7;584504;813415;228911
59000;336;21592;7;666279;714825;48546
59000;283;21638;8;828254;868430;40176
59000;127;21808;7;921619;937814;16195
59000;369;21678;8;554067;811219;257152
59000;80;21699;8;632407;769506;137099
59000;328;21841;7;637722;829825;192103
59000;426;21649;8;678762;754370;75608
59000;484;21691;8;661494;816322;154828
59000;165;21734;7;659109;822586;163477
59000;400;21598;8;614637;883102;268465
59000;136;21572;7;650245;929725;279480
59000;262;21792;8;662952;838046;175094
59000;285;21684;8;676287;857319;181032
59000;328;21521;8;637546;736159;98613
59000;233;21756;8;693297;750579;57282
59000;267;21701;7;801636;827971;26335
59000;410;21792;8;694555;921064;226509
59000;315;21758;8;570058;743595;173537
59000;205;21694;7;587839;762262;174423
59000;765;21693;7;628024;814935;186911
59000;33;21633;7;648934;798278;149344
59000;294;21641;7;739834;993541;253707
59000;387;21720;8;662331;771495;109164
59000;403;21811;7;747373;908701;161328
59000;279;21699;8;593449;803031;209582
59000;158;21735;7;703945;921821;217876
59000;80;21429;7;695147;1058291;363144
59000;507;21737;7;814915;1023052;208137
59000;454;21692;7;678324;862041;183717
59000;544;21848;7;675223;824097;148874
59000;346;21927;7;712181;768909;56728
59000;636;21666;8;651902;802171;150269
59000;56;21668;8;624358;895621;271263
59000;406;21621;7;1300141;1315585;15444
59000;112;21820;7;689209;947605;258396
59000;434;21791;8;659214;812825;153611
59000;198;21695;8;661003;739816;78813
59000;276;21593;7;624550;746519;121969
60000;94;22015;7;652450;794189;141739
60000;509;22099;7;670312;748077;77765
60000;268;22105;7;653297;860308;207011
60000;201;22109;8;639308;819666;180358
60000;151;22144;8;720027;891079;171052
60000;185;22002;7;641434;853373;211939
60000;316;22100;7;718806;773683;54877
60000;222;22052;10;647276;706564;59288
60000;584;22035;7;608414;829367;220953
60000;256;22093;8;693485;880046;186561
60000;141;22030;7;749199;820715;71516
60000;219;22076;8;629735;931350;301615
60000;437;22024;8;652490;885934;233444
60000;602;22101;7;651504;900690;249186
60000;310;22082;9;670293;975571;305278
60000;165;22249;7;641731;903052;261321
60000;254;22147;8;777424;891967;114543
60000;212;22030;7;624012;776093;152081
60000;260;21998;9;621208;1073552;452344
60000;328;22105;7;638299;908049;269750
60000;294;22040;7;599324;823601;224277
60000;273;22085;7;691573;828294;136721
60000;276;22092;7;993029;1130452;137423
60000;250;22000;8;790441;889958;99517
60000;353;22158;8;600793;817033;216240
60000;262;22028;7;707155;885898;178743
60000;427;21865;7;827143;842280;15137
60000;174;21971;7;658326;810776;152450
60000;368;22103;7;681363;753974;72611
60000;162;22031;8;659952;786647;126695
60000;126;22119;7;683230;871824;188594
60000;185;22076;7;689342;994949;305607
60000;318;22153;9;628696;791092;162396
60000;180;22151;8;687936;813910;125974
60000;301;22151;7;601864;748470;146606
60000;574;22074;7;660543;784481;123938
60000;489;22205;8;686809;808773;121964
60000;247;22054;8;776703;921156;144453
60000;511;22055;8;624129;777791;153662
60000;176;22065;8;786003;802236;16233
60000;93;22117;7;551136;946338;395202
60000;150;21993;8;703245;925905;222660
60000;149;21944;7;715433;867510;152077
60000;160;21978;9;684118;920138;236020
60000;327;22005;7;658978;883700;224722
60000;374;22022;8;639491;777346;137855
60000;331;22244;8;794411;939369;144958
60000;195;22238;8;649232;765223;115991
60000;260;22128;8;688221;842391;154170
60000;232;22070;8;659268;775319;116051
61000;278;22468;7;753227;932379;179152
61000;411;22542;7;694904;925626;230722
61000;122;22436;7;696424;814656;118232
61000;156;22426;8;691959;738151;46192
61000;432;22482;7;650242;771532;121290
61000;345;22353;7;738793;861493;122700
61000;438;22390;7;600101;833039;232938
61000;139;22392;7;719853;960507;240654
61000;26;22524;9;903099;969023;65924
61000;434;22258;8;789874;883225;93351
61000;153;22485;7;758277;1024840;266563
61000;573;22593;7;640599;865340;224741
61000;276;22452;7;899997;1102302;202305
61000;500;22409;7;848095;854850;6755
61000;296;22418;8;777268;906091;128823
61000;302;22409;7;796687;940989;144302
61000;196;22477;7;652819;762672;109853
61000;180;22513;8;779503;933564;154061
61000;571;22434;7;726182;837855;111673
61000;578;22342;8;705936;853333;147397
61000;552;22444;8;708697;782990;74293
61000;515;22327;7;812174;864374;52200
61000;613;22369;8;874253;906168;31915
61000;514;22413;7;805419;829022;23603
61000;525;22312;7;745368;769094;23726
61000;328;22360;8;681136;921209;240073
61000;217;22448;7;806183;867425;61242
61000;163;22379;8;772565;830468;57903
61000;257;22343;7;722936;782718;59782
61000;342;22438;7;775956;855968;80012
61000;165;22402;8;663243;1001428;338185
61000;346;22601;7;690732;778002;87270
61000;521;22471;7;844607;889009;44402
61000;268;22469;7;781584;888078;106494
61000;326;22491;8;610998;814639;203641
61000;167;22406;7;618930;823680;204750
61000;329;22412;7;954164;965443;11279
61000;277;22362;7;699205;882207;183002
61000;116;22313;8;643800;794588;150788
61000;259;22443;8;668450;868971;200521
61000;244;22428;7;681914;944356;262442
61000;581;22486;7;676326;976149;299823
61000;108;22335;7;728523;819997;91474
61000;92;22363;8;695084;860845;165761
61000;36;22429;7;794829;1016407;221578
61000;514;22563;8;597822;901666;303844
61000;530;22466;7;792156;1053178;261022
61000;262;22504;7;788034;1003751;215717
61000;270;22460;7;664287;813866;149579
61000;487;22462;7;689479;905345;215866
62000;433;22730;8;654055;709107;55052
62000;327;22862;7;794613;952492;157879
62000;732;22825;8;725232;959133;233901
62000;421;22937;8;696351;1007630;311279
62000;273;22843;8;689776;866570;176794
62000;478;22643;8;823570;966831;143261
62000;386;22755;8;724301;889758;165457
62000;311;22994;7;611591;823777;212186
62000;264;22802;7;793707;819880;26173
62000;121;22711;8;695972;831984;136012
62000;107;22785;8;693884;786244;92360
62000;71;22887;7;693865;1077760;383895
62000;383;22715;7;729271;867680;138409
62000;213;22956;7;738790;831268;92478
62000;128;22777;8;681580;783833;102253
62000;570;22827;7;758245;817713;59468
62000;109;22712;8;710312;821489;111177
62000;150;22735;8;686077;895240;209163
62000;306;22660;8;667758;733778;66020
62000;192;22865;8;770799;942584;171785
62000;375;22767;7;681435;971920;290485
62000;184;22669;7;665428;820179;154751
62000;314;22804;7;687326;850773;163447
62000;351;22748;8;713640;819343;105703
62000;546;22884;7;836004;896899;60895
62000;202;22822;8;716301;909591;193290
62000;342;22770;7;659098;902526;243428
62000;140;22687;7;658118;805759;147641
62000;255;22721;7;672828;1031164;358336
62000;348;22731;9;640041;868135;228094
62000;265;22684;7;702786;792390;89604
62000;90;22920;8;672013;871141;199128
62000;341;22739;7;860974;884636;23662
62000;175;22686;8;580713;1099006;518293
62000;136;22887;8;726594;933377;206783
62000;240;22901;9;749324;819384;70060
62000;319;22796;7;633513;838551;205038
62000;414;22878;7;707648;852614;144966
62000;560;22840;7;765963;929136;163173
62000;270;22746;8;615321;756314;140993
62000;297;22645;7;766806;769325;2519
62000;84;22852;8;654387;943321;288934
62000;336;22796;7;670105;793530;123425
62000;240;22723;7;684604;941242;256638
62000;188;22888;8;655846;968744;312898
62000;308;22845;7;674543;932881;258338
62000;522;22699;8;668574;869552;200978
62000;390;22874;7;978519;1023300;44781
62000;610;22798;9;681470;849326;167856
62000;111;22794;7;604300;824787;220487
63000;167;23148;8;827966;921167;93201
63000;436;23244;7;741743;971616;229873
63000;254;23252;8;618386;835988;217602
63000;151;23175;7;757951;991130;233179
63000;505;22997;7;738619;872762;134143
63000;392;23173;7;663505;812397;148892
63000;553;23377;8;654068;871375;217307
63000;313;23204;8;693522;827861;134339
63000;155;23264;8;725066;849637;124571
63000;398;23092;7;602012;769682;167670
63000;328;23041;7;769501;892063;122562
63000;556;23081;7;676252;840650;164398
63000;336;23213;8;695604;821786;126182
63000;395;23212;8;820208;932259;112051
63000;359;23185;8;712674;1001540;288866
63000;342;23275;9;674524;780312;105788
63000;238;23137;7;904778;959558;54780
63000;513;23062;9;702931;1041338;338407
63000;754;23244;8;755232;1167164;411932
63000;624;23028;8;783743;901853;118110
63000;422;23171;8;795925;910383;114458
63000;364;23068;8;776821;904018;127197
63000;152;23103;9;635184;921791;286607
63000;135;23086;7;731201;807274;76073
63000;764;23066;7;686797;813855;127058
63000;351;23136;7;826193;976092;149899
63000;476;23222;7;718835;959974;241139
63000;241;23374;8;761192;799603;38411
63000;328;23214;8;689223;859330;170107
63000;73;23307;7;763272;947657;184385
63000;208;23205;7;670690;946191;275501
63000;228;23215;7;648867;889329;240462
63000;430;23143;8;707334;906098;198764
63000;320;23059;7;706941;847778;140837
63000;495;23242;7;705147;801166;96019
63000;385;23143;7;745401;909477;164076
63000;268;23194;7;638613;993306;354693
63000;417;23196;7;793479;903272;109793
63000;460;23014;8;746624;934947;188323
63000;638;23140;8;659442;820455;161013
63000;62;23122;8;611222;901138;289916
63000;490;23207;8;667837;1004850;337013
63000;394;23250;7;903978;904689;711
63000;587;23317;8;740172;1131370;391198
63000;244;23170;8;678155;829998;151843
63000;320;23084;7;716757;906021;189264
63000;255;23104;8;744342;831174;86832
63000;220;23138;8;865650;981629;115979
63000;688;23200;8;877837;929507;51670
63000;38;23101;7;663147;933169;270022
64000;145;23522;8;668067;871861;203794
64000;518;23436;8;804999;1157101;352102
64000;377;23461;7;724985;954372;229387
64000;340;23557;7;803399;935300;131901
64000;656;23546;7;750905;865870;114965
64000;162;23578;7;705304;799292;93988
64000;284;23472;9;908466;1106854;198388
64000;294;23540;8;658480;853615;195135
64000;240;23649;7;725806;899356;173550
64000;477;23610;8;726669;797305;70636
64000;419;23567;7;750441;944492;194051
64000;175;23513;8;713175;845491;132316
64000;176;23534;8;757902;870868;112966
64000;573;23625;9;832997;1040201;207204
64000;433;23693;8;617075;893757;276682
64000;404;23547;7;696803;841288;144485
64000;269;23596;7;758674;1095680;337006
64000;261;23531;7;709717;959995;250278
64000;276;23629;7;786684;981995;195311
64000;260;23492;9;714503;829674;115171
64000;642;23514;7;826573;1093245;266672
64000;453;23580;7;692811;967514;274703
64000;348;23682;7;708986;827530;118544
64000;668;23481;7;837547;922331;84784
64000;243;23481;7;807580;955157;147577
64000;118;23488;7;734935;895549;160614
64000;111;23563;10;676801;966989;290188
64000;369;23676;7;859587;980519;120932
64000;137;23550;7;783528;905635;122107
64000;150;23415;9;649863;798840;148977
64000;461;23701;7;795152;893427;98275
64000;453;23492;8;769408;936956;167548
64000;435;23412;7;805050;915757;110707
64000;221;23516;7;788886;807366;18480
64000;456;23467;8;768315;921196;152881
64000;169;23568;7;657593;828565;170972
64000;506;23448;8;754866;863311;108445
64000;116;23495;8;683739;894720;210981
64000;199;23589;7;832761;878152;45391
64000;138;23464;8;732928;1067479;334551
64000;108;23409;7;831662;875063;43401
64000;69;23532;7;677510;895137;217627
64000;380;23540;8;691399;996051;304652
64000;351;23582;8;687162;924068;236906
64000;184;23439;8;758962;854915;95953
64000;364;23513;7;814572;1028325;213753
64000;228;23607;8;735793;927028;191235
64000;347;23544;8;859805;920277;60472
64000;487;23468;8;765302;935598;170296
64000;354;23532;8;773255;882619;109364
65000;39;23814;7;738874;870236;131362
65000;658;23901;9;789571;931930;142359
65000;490;23826;7;725085;805008;79923
65000;309;23859;7;880330;1082055;201725
65000;312;24017;8;750192;894467;144275
65000;571;23858;7;766049;915515;149466
65000;304;23869;8;945068;952820;7752
65000;183;23878;7;725199;924057;198858
65000;396;23914;8;627600;808724;181124
65000;188;23842;7;730800;879188;148388
65000;446;23780;7;735287;1091091;355804
65000;622;23867;7;744124;864718;120594
65000;625;23933;7;865856;900430;34574
65000;383;23940;7;805630;900339;94709
65000;294;23897;8;889829;959223;69394
65000;241;23927;7;716956;858775;141819
65000;353;23903;7;780566;1009366;228800
65000;200;23864;8;711154;846367;135213
65000;308;23976;7;649420;788060;138640
65000;147;23868;7;762563;899564;137001
65000;415;23830;8;776267;881054;104787
65000;190;23978;8;777166;881300;104134
65000;466;23686;7;762964;1068308;305344
65000;614;24148;7;845186;1006180;160994
65000;166;23809;7;710687;916473;205786
65000;310;23846;8;722385;930936;208551
65000;170;23831;7;805043;894129;89086
65000;453;23979;8;685061;896209;211148
65000;213;23842;10;782328;917075;134747
65000;252;23910;8;778459;933461;155002
65000;358;23935;8;622377;831426;209049
65000;258;23984;8;746972;949389;202417
65000;398;23908;7;728288;988662;260374
65000;160;23908;7;692934;839378;146444
65000;398;24020;7;723728;844578;120850
65000;72;23899;7;1037042;1104656;67614
65000;392;24037;7;648635;852275;203640
65000;201;23952;7;717491;938127;220636
65000;242;23844;7;758445;881894;123449
65000;494;24088;8;622020;900502;278482
65000;677;23893;7;809180;977305;168125
65000;94;23829;7;917327;1091690;174363
65000;629;24051;7;699869;875217;175348
65000;98;23933;7;770562;1014864;244302
65000;481;23920;8;783749;857331;73582
65000;408;23837;8;743001;886099;143098
65000;311;24045;8;663367;901315;237948
65000;327;23988;7;693872;974847;280975
65000;274;24075;8;795096;898014;102918
65000;435;23975;8;689714;979824;290110
66000;256;24217;8;772451;953517;181066
66000;225;24251;7;708221;870027;161806
66000;267;24311;7;745391;1002815;257424
66000;551;24242;7;652564;911430;258866
66000;576;24338;7;819053;1096886;277833
66000;494;24188;9;698699;884965;186266
66000;215;24326;8;716043;1047917;331874
66000;239;24049;8;975964;980071;4107
66000;144;24238;7;858826;971935;113109
66000;113;24291;7;732715;844981;112266
66000;102;24233;7;701820;1004399;302579
66000;348;24229;8;690847;1055184;364337
66000;374;24185;7;796160;905047;108887
66000;546;24370;8;852837;894625;41788
66000;192;24262;8;776706;913303;136597
66000;418;24228;7;896925;917019;20094
66000;281;24265;8;741496;819968;78472
66000;128;24319;7;807459;1002646;195187
66000;371;24303;8;831142;950030;118888
66000;336;24197;7;764179;856319;92140
66000;151;24154;8;761709;960387;198678
66000;321;24133;7;678015;796698;118683
66000;413;24315;7;705750;1046653;340903
66000;451;24209;7;918849;1040657;121808
66000;243;24206;8;1075195;1111617;36422
66000;135;24260;7;875670;941933;66263
66000;84;24194;7;699771;870049;170278
66000;424;24216;7;767789;1054035;286246
66000;180;24283;8;670228;1057315;387087
66000;426;24285;7;700253;989499;289246
66000;222;24247;7;706406;1016767;310361
66000;593;24350;7;772946;912525;139579
66000;225;24326;8;732665;911756;179091
66000;401;24182;7;747804;945044;197240
66000;692;24289;9;877956;1308749;430793
66000;24;24375;8;736243;1176885;440642
66000;503;24210;8;683963;895312;211349
66000;265;24224;7;788797;884450;95653
66000;356;24222;8;740522;916548;176026
66000;224;24432;8;757405;928963;171558
66000;392;24307;7;635019;937718;302699
66000;305;24155;7;802651;922229;119578
66000;277;24203;7;795676;900210;104534
66000;180;24294;9;728237;900037;171800
66000;241;24366;8;655115;775217;120102
66000;715;24286;7;769062;957320;188258
66000;341;24175;7;920036;1061041;141005
66000;522;24219;7;995559;1034668;39109
66000;271;24283;7;744134;893758;149624
66000;407;24253;8;706574;978911;272337
67000;380;24671;8;902913;1038521;135608
67000;411;24688;7;726111;895063;168952
67000;298;24609;8;802007;1005771;203764
67000;260;24703;8;785315;913296;127981
67000;74;24610;8;794644;1191979;397335
67000;422;24686;7;821165;980135;158970
67000;465;24734;8;679551;884696;205145
67000;440;24643;8;752316;1229719;477403
67000;131;24422;9;690654;948534;257880
67000;379;24633;9;878398;879211;813
67000;400;24684;9;819236;955306;136070
67000;513;24613;7;708478;918346;209868
67000;482;24754;7;858852;1148427;289575
67000;141;24561;7;885835;967454;81619
67000;84;24581;8;777723;916420;138697
67000;472;24467;8;703271;908264;204993
67000;173;24680;8;792644;981782;189138
67000;318;24680;7;688379;1049631;361252
67000;158;24725;7;756279;987025;230746
67000;81;24628;8;787801;881983;94182
67000;266;24578;7;852177;1040033;187856
67000;53;24876;7;898528;917774;19246
67000;186;24612;7;880829;954207;73378
67000;247;24594;10;784916;1019622;234706
67000;252;24586;7;728321;922907;194586
67000;483;24595;8;794994;984319;189325
67000;355;24733;9;796188;1032188;236000
67000;212;24702;7;693176;1049638;356462
67000;117;24646;7;701911;981306;279395
67000;76;24478;8;758223;1059873;301650
67000;698;24625;8;855091;960169;105078
67000;515;24764;8;822443;961402;138959
67000;369;24674;8;681366;961366;280000
67000;84;24508;8;705264;945428;240164
67000;173;24692;9;893035;1075660;182625
